Proceso,Expediente Tipo,Expediente Número,Magistrado(a) ponente,Sala,Sentencia Tipo,Sentencia,Fecha Sentencia,SV-SPV,AV-APV
Tutela,T,10523164,José Fernando Reyes Cuartas,Salas de Revisión,T,T-077/25,03/06/2025 12:00:00 AM,No,No
Tutela,T,10023657,Juan Carlos Cortés González,Salas de Revisión,T,T-078/25,03/06/2025 12:00:00 AM,No,Sí
Tutela,T,10172656,Juan Carlos Cortés González,Salas de Revisión,T,T-081/25,03/07/2025 12:00:00 AM,No,No
Tutela,T,10429022,Juan Carlos Cortés González,Salas de Revisión,T,T-082/25,03/07/2025 12:00:00 AM,No,No
Tutela,T,10246407,Diana Constanza Fajardo Rivera,Salas de Revisión,T,T-083/25,03/10/2025 12:00:00 AM,No,Sí
Tutela,T,10529451,Juan Carlos Cortés González,Salas de Revisión,T,T-084/25,03/11/2025 12:00:00 AM,No,No
Tutela,T,10177095,Juan Carlos Cortés González,Salas de Revisión,T,T-085/25,03/11/2025 12:00:00 AM,No,No
Demanda de inconstitucionalidad,D,15974,Natalia Ángel Cabo,Sala Plena,C,C-086/25,03/12/2025 12:00:00 AM,No,Sí
Tutela,T,10227912,Paola Andrea Meneses Mosquera,Sala Plena,SU,SU-087/25,03/12/2025 12:00:00 AM,Sí,Sí
Tutela,T,8109293,Vladimir Fernández Andrade,Sala Plena,SU,SU-088/25,03/13/2025 12:00:00 AM,No,Sí
Tutela,T,10514979,Natalia Ángel Cabo,Salas de Revisión,T,T-089/25,03/17/2025 12:00:00 AM,No,No
Tutela,T,10635581,Natalia Ángel Cabo,Salas de Revisión,T,T-090/25,03/17/2025 12:00:00 AM,No,No
Tutela,T,10684896,Natalia Ángel Cabo,Salas de Revisión,T,T-091/25,03/17/2025 12:00:00 AM,No,No
Tutela,T,10689801,Natalia Ángel Cabo,Salas de Revisión,T,T-092/25,03/17/2025 12:00:00 AM,No,No
Tutela,T,10215688,Cristina Pardo Schlesinger,Salas de Revisión,T,T-093/25,03/19/2025 12:00:00 AM,No,No
Tutela,T,10502624,Paola Andrea Meneses Mosquera,Salas de Revisión,T,T-094/25,03/19/2025 12:00:00 AM,No,No
Demanda de inconstitucionalidad,D,15679,Juan Carlos Cortés González,Sala Plena,C,C-097/25,03/20/2025 12:00:00 AM,No,No
Demanda de inconstitucionalidad,D,15868,Vladimir Fernández Andrade,Sala Plena,C,C-098/25,03/20/2025 12:00:00 AM,No,No
Demanda de inconstitucionalidad,D,15883,Paola Andrea Meneses Mosquera,Sala Plena,C,C-099/25,03/20/2025 12:00:00 AM,No,No
Demanda de inconstitucionalidad,D,16144,Cristina Pardo Schlesinger,Sala Plena,C,C-100/25,03/20/2025 12:00:00 AM,No,No
Demanda de inconstitucionalidad,D,15443,Jorge Enrique Ibáñez Najar,Sala Plena,C,C-101/25,03/20/2025 12:00:00 AM,No,No
Demanda de inconstitucionalidad,D,15636,Jorge Enrique Ibáñez Najar,Sala Plena,C,C-102/25,03/20/2025 12:00:00 AM,No,No
Demanda de inconstitucionalidad,D,15834,Jorge Enrique Ibáñez Najar,Sala Plena,C,C-103/25,03/20/2025 12:00:00 AM,No,No
Tutela,T,10532355,Paola Andrea Meneses Mosquera,Salas de Revisión,T,T-095/25,03/20/2025 12:00:00 AM,No,No
Tutela,T,10657017,Vladimir Fernández Andrade,Salas de Revisión,T,T-096/25,03/20/2025 12:00:00 AM,No,No
Tutela,T,9592844,Diana Constanza Fajardo Rivera,Salas de Revisión,T,T-104/25,03/25/2025 12:00:00 AM,No,Sí
Tutela,T,8090405,Natalia Ángel Cabo,Salas de Revisión,T,T-105/25,03/25/2025 12:00:00 AM,Sí,No
Tutela,T,7983171,Diana Constanza Fajardo Rivera,Salas de Revisión,T,T-106/25,03/25/2025 12:00:00 AM,Sí,No
Tutela,T,10471723,Jorge Enrique Ibáñez Najar,Salas de Revisión,T,T-107/25,03/25/2025 12:00:00 AM,No,No
Demanda de inconstitucionalidad,D,15683,Natalia Ángel Cabo,Sala Plena,C,C-110/25,03/26/2025 12:00:00 AM,No,Sí
Tutela,T,10184360,Vladimir Fernández Andrade,Salas de Revisión,T,T-108/25,03/26/2025 12:00:00 AM,No,No
Tutela,T,10486550,Jorge Enrique Ibáñez Najar,Salas de Revisión,T,T-109/25,03/26/2025 12:00:00 AM,No,No
Demanda de inconstitucionalidad,D,15965,Jorge Enrique Ibáñez Najar,Sala Plena,C,C-112/25,03/27/2025 12:00:00 AM,No,No
Tutela,T,9670130,Diana Constanza Fajardo Rivera,Sala Plena,SU,SU-111/25,03/27/2025 12:00:00 AM,Sí,Sí
Tutela,T,10564535,Natalia Ángel Cabo,Salas de Revisión,T,T-113/25,03/28/2025 12:00:00 AM,No,No
Tutela,T,10594459,Natalia Ángel Cabo,Salas de Revisión,T,T-114/25,03/28/2025 12:00:00 AM,No,Sí
Tutela,T,10352015,Vladimir Fernández Andrade,Salas de Revisión,T,T-115/25,03/31/2025 12:00:00 AM,No,No
Tutela,T,10212726,Vladimir Fernández Andrade,Salas de Revisión,T,T-116/25,04/02/2025 12:00:00 AM,No,No
Tutela,T,10609632,Paola Andrea Meneses Mosquera,Salas de Revisión,T,T-117/25,04/02/2025 12:00:00 AM,No,No
Tutela,T,10480594,Diana Constanza Fajardo Rivera,Salas de Revisión,T,T-118/25,04/02/2025 12:00:00 AM,No,No
Demanda de inconstitucionalidad,D,15512,Cristina Pardo Schlesinger,Sala Plena,C,C-119/25,04/03/2025 12:00:00 AM,No,Sí
Ley Aprobatoria de Tratado,LAT,502,Paola Andrea Meneses Mosquera,Sala Plena,C,C-121/25,04/03/2025 12:00:00 AM,No,No
Tutela,T,10560620,Natalia Ángel Cabo,Salas de Revisión,T,T-120/25,04/03/2025 12:00:00 AM,No,No
Tutela,T,10314520,Vladimir Fernández Andrade,Salas de Revisión,T,T-122/25,04/04/2025 12:00:00 AM,No,No
Tutela,T,10585982,Diana Constanza Fajardo Rivera,Salas de Revisión,T,T-123/25,04/07/2025 12:00:00 AM,Sí,No
Tutela,T,10592674,Miguel Efrain Polo Rosero,Salas de Revisión,T,T-124/25,04/08/2025 12:00:00 AM,No,No
Tutela,T,10316497,Juan Carlos Cortés González,Sala Plena,SU,SU-126/25,04/09/2025 12:00:00 AM,No,Sí
Tutela,T,10550058,Miguel Efrain Polo Rosero,Salas de Revisión,T,T-125/25,04/09/2025 12:00:00 AM,No,Sí
Tutela,T,10555360,José Fernando Reyes Cuartas,Salas de Revisión,T,T-131/25,04/22/2025 12:00:00 AM,No,No
Tutela,T,10114100,Diana Constanza Fajardo Rivera,Salas de Revisión,T,T-132/25,04/22/2025 12:00:00 AM,No,No
Tutela,T,10531519,Diana Constanza Fajardo Rivera,Salas de Revisión,T,T-133/25,04/22/2025 12:00:00 AM,Sí,No
Tutela,T,10336291,Diana Constanza Fajardo Rivera,Salas de Revisión,T,T-134/25,04/22/2025 12:00:00 AM,Sí,No
Tutela,T,10686900,Cristina Pardo Schlesinger,Salas de Revisión,T,T-135/25,04/23/2025 12:00:00 AM,No,Sí
Tutela,T,10566153,Juan Carlos Cortés González,Salas de Revisión,T,T-136/25,04/23/2025 12:00:00 AM,No,No
Tutela,T,10700365,Cristina Pardo Schlesinger,Salas de Revisión,T,T-137/25,04/23/2025 12:00:00 AM,No,No
Demanda de inconstitucionalidad,D,15947,Diana Constanza Fajardo Rivera,Sala Plena,C,C-138/25,04/24/2025 12:00:00 AM,Sí,Sí
Demanda de inconstitucionalidad,D,15345,Jorge Enrique Ibáñez Najar,Sala Plena,C,C-142/25,04/24/2025 12:00:00 AM,s.d.,s.d.
Demanda de inconstitucionalidad,D,15380,Juan Carlos Cortés González,Sala Plena,C,C-143/25,04/24/2025 12:00:00 AM,No,Sí
Tutela,T,10580243,Cristina Pardo Schlesinger,Salas de Revisión,T,T-139/25,04/24/2025 12:00:00 AM,Sí,No
Tutela,T,10484439,Miguel Efrain Polo Rosero,Salas de Revisión,T,T-140/25,04/24/2025 12:00:00 AM,No,No
Tutela,T,10128904,Diana Constanza Fajardo Rivera,Salas de Revisión,T,T-141/25,04/24/2025 12:00:00 AM,No,Sí
Tutela,T,10366076,Juan Carlos Cortés González,Salas de Revisión,T,T-144/25,04/25/2025 12:00:00 AM,No,Sí
Tutela,T,10587653,Cristina Pardo Schlesinger,Salas de Revisión,T,T-145/25,04/28/2025 12:00:00 AM,No,No
Tutela,T,10671559,Miguel Efrain Polo Rosero,Salas de Revisión,T,T-146/25,04/28/2025 12:00:00 AM,No,No
Tutela,T,10486475,Juan Carlos Cortés González,Salas de Revisión,T,T-147/25,04/28/2025 12:00:00 AM,No,No
Decreto Legislativo,RE,361,Cristina Pardo Schlesinger; Natalia Ángel Cabo,Sala Plena,C,C-148/25,04/30/2025 12:00:00 AM,s.d.,s.d.
Demanda de inconstitucionalidad,D,16096,Jorge Enrique Ibáñez Najar,Sala Plena,C,C-154/25,04/30/2025 12:00:00 AM,No,No
Tutela,T,10261574,Juan Carlos Cortés González,Salas de Revisión,T,T-149/25,04/30/2025 12:00:00 AM,No,No
Tutela,T,10533593,Miguel Efrain Polo Rosero,Salas de Revisión,T,T-150/25,04/30/2025 12:00:00 AM,No,No
Tutela,T,10488067,Diana Constanza Fajardo Rivera,Salas de Revisión,T,T-151/25,04/30/2025 12:00:00 AM,No,No
Tutela,T,10554488,Juan Carlos Cortés González,Salas de Revisión,T,T-152/25,04/30/2025 12:00:00 AM,No,No
Tutela,T,10404883,Diana Constanza Fajardo Rivera,Salas de Revisión,T,T-153/25,04/30/2025 12:00:00 AM,No,No
Tutela,T,10680313,Paola Andrea Meneses Mosquera,Salas de Revisión,T,T-155/25,05/02/2025 12:00:00 AM,Sí,No
Tutela,T,9666794,Vladimir Fernández Andrade,Salas de Revisión,T,T-156/25,05/02/2025 12:00:00 AM,No,No
Tutela,T,9879329,Vladimir Fernández Andrade,Salas de Revisión,T,T-157/25,05/02/2025 12:00:00 AM,No,No
Tutela,T,10660966,Cristina Pardo Schlesinger,Salas de Revisión,T,T-158/25,05/05/2025 12:00:00 AM,No,Sí
Tutela,T,10507324,José Fernando Reyes Cuartas,Salas de Revisión,T,T-159/25,05/05/2025 12:00:00 AM,No,No
Tutela,T,10817135,Cristina Pardo Schlesinger,Salas de Revisión,T,T-160/25,05/05/2025 12:00:00 AM,No,No
Tutela,T,10704722,Vladimir Fernández Andrade,Salas de Revisión,T,T-161/25,05/05/2025 12:00:00 AM,No,Sí
Tutela,T,10697967,Cristina Pardo Schlesinger,Salas de Revisión,T,T-162/25,05/07/2025 12:00:00 AM,No,No
Tutela,T,10691021,Cristina Pardo Schlesinger,Salas de Revisión,T,T-163/25,05/08/2025 12:00:00 AM,No,Sí
Tutela,T,10640650,Cristina Pardo Schlesinger,Salas de Revisión,T,T-164/25,05/08/2025 12:00:00 AM,No,No
Tutela,T,10554962,Vladimir Fernández Andrade,Salas de Revisión,T,T-165/25,05/08/2025 12:00:00 AM,No,No
Tutela,T,10797771,Cristina Pardo Schlesinger,Salas de Revisión,T,T-166/25,05/08/2025 12:00:00 AM,No,No
Tutela,T,10194311,Vladimir Fernández Andrade,Salas de Revisión,T,T-167/25,05/08/2025 12:00:00 AM,No,No
Tutela,T,10179609,Diana Constanza Fajardo Rivera,Salas de Revisión,T,T-168/25,05/08/2025 12:00:00 AM,No,No
Tutela,T,10669556,Paola Andrea Meneses Mosquera,Salas de Revisión,T,T-169/25,05/12/2025 12:00:00 AM,No,Sí
Tutela,T,10702307,Juan Carlos Cortés González,Salas de Revisión,T,T-170/25,05/12/2025 12:00:00 AM,No,No
Tutela,T,10679878,Juan Carlos Cortés González,Salas de Revisión,T,T-171/25,05/12/2025 12:00:00 AM,No,No
Tutela,T,10412059,Paola Andrea Meneses Mosquera,Sala Plena,SU,SU-174/25,05/13/2025 12:00:00 AM,Sí,Sí
Tutela,T,10603451,Vladimir Fernández Andrade,Sala Plena,SU,SU-175/25,05/13/2025 12:00:00 AM,No,Sí
Tutela,T,10052241,Jorge Enrique Ibáñez Najar,Salas de Revisión,T,T-172/25,05/13/2025 12:00:00 AM,No,No
Tutela,T,10521556,Miguel Efrain Polo Rosero,Salas de Revisión,T,T-173/25,05/13/2025 12:00:00 AM,No,No
Demanda de inconstitucionalidad,D,15528,Jorge Enrique Ibáñez Najar,Sala Plena,C,C-180/25,05/14/2025 12:00:00 AM,No,No
Demanda de inconstitucionalidad,D,15913,Jorge Enrique Ibáñez Najar,Sala Plena,C,C-181/25,05/14/2025 12:00:00 AM,No,No
Demanda de inconstitucionalidad,D,16125,Jorge Enrique Ibáñez Najar,Sala Plena,C,C-182/25,05/14/2025 12:00:00 AM,No,No
Demanda de inconstitucionalidad,D,15877,Vladimir Fernández Andrade,Sala Plena,C,C-183/25,05/14/2025 12:00:00 AM,Sí,Sí
Tutela,T,10040092,Vladimir Fernández Andrade,Sala Plena,SU,SU-176/25,05/14/2025 12:00:00 AM,Sí,No
Tutela,T,10674648,Juan Carlos Cortés González,Salas de Revisión,T,T-177/25,05/14/2025 12:00:00 AM,No,No
Tutela,T,10700560,Miguel Efrain Polo Rosero,Salas de Revisión,T,T-178/25,05/14/2025 12:00:00 AM,No,No
Tutela,T,10453467,José Fernando Reyes Cuartas,Salas de Revisión,T,T-179/25,05/14/2025 12:00:00 AM,Sí,No
Tutela,T,9379113,Miguel Efrain Polo Rosero,Sala Plena,SU,SU-184/25,05/15/2025 12:00:00 AM,s.d.,s.d.
Tutela,T,10719073,Paola Andrea Meneses Mosquera,Salas de Revisión,T,T-185/25,05/15/2025 12:00:00 AM,No,No
Tutela,T,10567476,Jorge Enrique Ibáñez Najar,Salas de Revisión,T,T-186/25,05/15/2025 12:00:00 AM,No,No
Tutela,T,10604263,Jorge Enrique Ibáñez Najar,Salas de Revisión,T,T-187/25,05/16/2025 12:00:00 AM,No,No
Tutela,T,10410520,Vladimir Fernández Andrade,Salas de Revisión,T,T-188/25,05/19/2025 12:00:00 AM,No,Sí
Tutela,T,10617460,Juan Carlos Cortés González,Salas de Revisión,T,T-189/25,05/21/2025 12:00:00 AM,No,No
Tutela,T,10788848,Carolina Ramírez Pérez,Salas de Revisión,T,T-190/25,05/21/2025 12:00:00 AM,No,No
Demanda de inconstitucionalidad,D,16174,Jorge Enrique Ibáñez Najar,Sala Plena,C,C-192/25,05/22/2025 12:00:00 AM,No,No
Demanda de inconstitucionalidad,D,15948,Jorge Enrique Ibáñez Najar,Sala Plena,C,C-197/25,05/22/2025 12:00:00 AM,Sí,No
Demanda de inconstitucionalidad,D,16185,Natalia Ángel Cabo,Sala Plena,C,C-198/25,05/22/2025 12:00:00 AM,No,Sí
Tutela,T,8101824,Carolina Ramírez Pérez; Paola Andrea Meneses Mosquera,Sala Plena,SU,SU-191/25,05/22/2025 12:00:00 AM,Sí,Sí
Tutela,T,10652531,Natalia Ángel Cabo,Sala Plena,SU,SU-196/25,05/22/2025 12:00:00 AM,No,Sí
Tutela,T,10600746,Natalia Ángel Cabo,Salas de Revisión,T,T-193/25,05/22/2025 12:00:00 AM,No,No
Tutela,T,10506828,Diana Constanza Fajardo Rivera,Salas de Revisión,T,T-194/25,05/22/2025 12:00:00 AM,No,No
Tutela,T,10456814,Diana Constanza Fajardo Rivera,Salas de Revisión,T,T-195/25,05/22/2025 12:00:00 AM,No,No
Tutela,T,10441164,Diana Constanza Fajardo Rivera,Salas de Revisión,T,T-199/25,05/23/2025 12:00:00 AM,No,No
Tutela,T,10833003,Diana Constanza Fajardo Rivera,Salas de Revisión,T,T-200/25,05/27/2025 12:00:00 AM,No,No
Tutela,T,10541062,Diana Constanza Fajardo Rivera,Salas de Revisión,T,T-201/25,05/27/2025 12:00:00 AM,No,No
Tutela,T,10543955,Juan Carlos Cortés González,Salas de Revisión,T,T-202/25,05/28/2025 12:00:00 AM,No,No
Tutela,T,10748664,Jorge Enrique Ibáñez Najar,Salas de Revisión,T,T-203/25,05/28/2025 12:00:00 AM,No,Sí
Demanda de inconstitucionalidad,D,14516,Jorge Enrique Ibáñez Najar; Natalia Ángel Cabo,Sala Plena,C,C-206/25,05/29/2025 12:00:00 AM,s.d.,s.d.
Decreto Legislativo,RE,371,Paola Andrea Meneses Mosquera,Sala Plena,C,C-207/25,05/29/2025 12:00:00 AM,No,No
Demanda de inconstitucionalidad,D,15208,Jorge Enrique Ibáñez Najar,Sala Plena,C,C-208/25,05/29/2025 12:00:00 AM,s.d.,s.d.
Demanda de inconstitucionalidad,D,15288,Vladimir Fernández Andrade,Sala Plena,C,C-209/25,05/29/2025 12:00:00 AM,No,Sí
Tutela,T,10658150,Paola Andrea Meneses Mosquera,Sala Plena,SU,SU-204/25,05/29/2025 12:00:00 AM,No,Sí
Tutela,T,10547998,Paola Andrea Meneses Mosquera,Sala Plena,SU,SU-205/25,05/29/2025 12:00:00 AM,Sí,Sí
Decreto Legislativo,RE,368,Carolina Ramírez Pérez,Sala Plena,C,C-215/25,06/04/2025 12:00:00 AM,Sí,Sí
Decreto Legislativo,RE,375,Jorge Enrique Ibáñez Najar,Sala Plena,C,C-216/25,06/04/2025 12:00:00 AM,No,No
Decreto Legislativo,RE,369,Jorge Enrique Ibáñez Najar,Sala Plena,C,C-217/25,06/04/2025 12:00:00 AM,Sí,No
Decreto Legislativo,RE,379,Carolina Ramírez Pérez,Sala Plena,C,C-218/25,06/04/2025 12:00:00 AM,No,Sí
Decreto Legislativo,RE,372,Natalia Ángel Cabo,Sala Plena,C,C-219/25,06/04/2025 12:00:00 AM,No,No
Decreto Legislativo,RE,373,Diana Constanza Fajardo Rivera,Sala Plena,C,C-220/25,06/04/2025 12:00:00 AM,No,Sí
Decreto Legislativo,RE,374,Vladimir Fernández Andrade,Sala Plena,C,C-221/25,06/04/2025 12:00:00 AM,No,No
Decreto Legislativo,RE,377,Miguel Efrain Polo Rosero,Sala Plena,C,C-222/25,06/04/2025 12:00:00 AM,No,Sí
Tutela,T,10694858,Diana Constanza Fajardo Rivera; Juan Carlos Cortés González,Salas de Revisión,T,T-210/25,06/04/2025 12:00:00 AM,No,No
Tutela,T,10797067,Natalia Ángel Cabo,Salas de Revisión,T,T-211/25,06/04/2025 12:00:00 AM,No,No
Tutela,T,10636202,Natalia Ángel Cabo,Salas de Revisión,T,T-212/25,06/04/2025 12:00:00 AM,No,No
Tutela,T,10686485,Diana Constanza Fajardo Rivera,Salas de Revisión,T,T-213/25,06/04/2025 12:00:00 AM,No,No
Tutela,T,10787736,Juan Carlos Cortés González,Salas de Revisión,T,T-214/25,06/04/2025 12:00:00 AM,No,No
Demanda de inconstitucionalidad,D,15207,Natalia Ángel Cabo,Sala Plena,C,C-223/25,06/05/2025 12:00:00 AM,No,Sí
Demanda de inconstitucionalidad,D,15973,Jorge Enrique Ibáñez Najar,Sala Plena,C,C-224/25,06/05/2025 12:00:00 AM,s.d.,s.d.
Demanda de inconstitucionalidad,D,15594,Miguel Efrain Polo Rosero,Sala Plena,C,C-225/25,06/05/2025 12:00:00 AM,Sí,No
Tutela,T,10651167,Diana Constanza Fajardo Rivera,Salas de Revisión,T,T-226/25,06/05/2025 12:00:00 AM,No,No
Tutela,T,10611925,Diana Constanza Fajardo Rivera,Salas de Revisión,T,T-227/25,06/05/2025 12:00:00 AM,No,Sí
Tutela,T,10737387,Diana Constanza Fajardo Rivera,Salas de Revisión,T,T-228/25,06/05/2025 12:00:00 AM,Sí,Sí
Tutela,T,10487348,Diana Constanza Fajardo Rivera,Salas de Revisión,T,T-229/25,06/05/2025 12:00:00 AM,No,Sí
Decreto Legislativo,RE,367,Diana Constanza Fajardo Rivera,Sala Plena,C,C-240/25,06/06/2025 12:00:00 AM,Sí,Sí
Tutela,T,10770386,Natalia Ángel Cabo,Salas de Revisión,T,T-230/25,06/06/2025 12:00:00 AM,No,No
Tutela,T,10682173,Natalia Ángel Cabo,Salas de Revisión,T,T-232/25,06/06/2025 12:00:00 AM,Sí,Sí
Tutela,T,10493810,Diana Constanza Fajardo Rivera,Salas de Revisión,T,T-233/25,06/06/2025 12:00:00 AM,No,No
Tutela,T,10796030,Diana Constanza Fajardo Rivera,Salas de Revisión,T,T-234/25,06/06/2025 12:00:00 AM,No,No
Tutela,T,10792776,Diana Constanza Fajardo Rivera,Salas de Revisión,T,T-235/25,06/06/2025 12:00:00 AM,No,No
Tutela,T,10785071,Diana Constanza Fajardo Rivera,Salas de Revisión,T,T-236/25,06/06/2025 12:00:00 AM,No,No
Tutela,T,10815917,Diana Constanza Fajardo Rivera,Salas de Revisión,T,T-237/25,06/06/2025 12:00:00 AM,No,No
Tutela,T,10868510,Diana Constanza Fajardo Rivera,Salas de Revisión,T,T-238/25,06/06/2025 12:00:00 AM,Sí,No
Tutela,T,10837891,Diana Constanza Fajardo Rivera,Salas de Revisión,T,T-239/25,06/06/2025 12:00:00 AM,Sí,No
Tutela,T,10774599,Juan Carlos Cortés González,Salas de Revisión,T,T-241/25,06/09/2025 12:00:00 AM,No,No
Tutela,T,10489079,Carolina Ramírez Pérez,Salas de Revisión,T,T-242/25,06/09/2025 12:00:00 AM,No,No
Demanda de inconstitucionalidad,D,16236,Natalia Ángel Cabo,Sala Plena,C,C-243/25,06/12/2025 12:00:00 AM,No,No
Demanda de inconstitucionalidad,D,16178,Miguel Efrain Polo Rosero,Sala Plena,C,C-244/25,06/12/2025 12:00:00 AM,No,Sí
Decreto Legislativo,RE,362,Vladimir Fernández Andrade,Sala Plena,C,C-246/25,06/12/2025 12:00:00 AM,Sí,Sí
Decreto Legislativo,RE,378,Natalia Ángel Cabo,Sala Plena,C,C-247/25,06/12/2025 12:00:00 AM,No,No
Decreto Legislativo,RE,366,Natalia Ángel Cabo,Sala Plena,C,C-248/25,06/12/2025 12:00:00 AM,Sí,No
Decreto Legislativo,RE,363,Juan Carlos Cortés González,Sala Plena,C,C-249/25,06/12/2025 12:00:00 AM,No,No
Decreto Legislativo,RE,376,José Fernando Reyes Cuartas,Sala Plena,C,C-250/25,06/12/2025 12:00:00 AM,No,Sí
Decreto Legislativo,RE,370,Natalia Ángel Cabo,Sala Plena,C,C-252/25,06/12/2025 12:00:00 AM,Sí,No
Demanda de inconstitucionalidad,D,16123,Carolina Ramírez Pérez,Sala Plena,C,C-253/25,06/12/2025 12:00:00 AM,Sí,No
Demanda de inconstitucionalidad,D,16220,Carolina Ramírez Pérez,Sala Plena,C,C-254/25,06/12/2025 12:00:00 AM,Sí,No
Demanda de inconstitucionalidad,D,16182,Jorge Enrique Ibáñez Najar,Sala Plena,C,C-255/25,06/12/2025 12:00:00 AM,No,Sí
Tutela,T,10693175,Jorge Enrique Ibáñez Najar,Sala Plena,SU,SU-245/25,06/12/2025 12:00:00 AM,Sí,Sí
Tutela,T,10680224,César Humberto Carvajal Santoyo,Salas de Revisión,T,T-251/25,06/12/2025 12:00:00 AM,No,Sí
Tutela,T,8764298,Natalia Ángel Cabo,Salas de Revisión,T,T-256/25,06/12/2025 12:00:00 AM,No,No
Tutela,T,10823917,César Humberto Carvajal Santoyo,Salas de Revisión,T,T-257/25,06/12/2025 12:00:00 AM,No,No
Tutela,T,10651547,José Fernando Reyes Cuartas,Salas de Revisión,T,T-258/25,06/13/2025 12:00:00 AM,No,No
Tutela,T,10676969,Paola Andrea Meneses Mosquera,Salas de Revisión,T,T-259/25,06/13/2025 12:00:00 AM,No,No
Tutela,T,10821427,Paola Andrea Meneses Mosquera,Salas de Revisión,T,T-260/25,06/13/2025 12:00:00 AM,No,No
Tutela,T,10741908,José Fernando Reyes Cuartas,Salas de Revisión,T,T-261/25,06/13/2025 12:00:00 AM,No,No
Tutela,T,10302817,Jorge Enrique Ibáñez Najar,Salas de Revisión,T,T-262/25,06/17/2025 12:00:00 AM,No,Sí
Tutela,T,10494640,Jorge Enrique Ibáñez Najar,Salas de Revisión,T,T-263/25,06/17/2025 12:00:00 AM,No,Sí
Demanda de inconstitucionalidad,D,15874,Natalia Ángel Cabo,Sala Plena,C,C-265/25,06/18/2025 12:00:00 AM,No,Sí
Decreto Legislativo,RE,364,Miguel Efrain Polo Rosero,Sala Plena,C,C-266/25,06/18/2025 12:00:00 AM,No,Sí
Decreto Legislativo,RE,365,Juan Carlos Cortés González,Sala Plena,C,C-267/25,06/18/2025 12:00:00 AM,No,No
Decreto Legislativo,RE,381,José Fernando Reyes Cuartas,Sala Plena,C,C-268/25,06/18/2025 12:00:00 AM,No,No
Demanda de inconstitucionalidad,D,16153,Natalia Ángel Cabo,Sala Plena,C,C-269/25,06/18/2025 12:00:00 AM,No,No
Tutela,T,10479005,Vladimir Fernández Andrade,Salas de Revisión,T,T-270/25,06/19/2025 12:00:00 AM,No,Sí
Tutela,T,10744206,Paola Andrea Meneses Mosquera,Salas de Revisión,T,T-271/25,06/19/2025 12:00:00 AM,No,Sí
Decreto Legislativo,RE,384,Jorge Enrique Ibáñez Najar,Sala Plena,C,C-273/25,06/25/2025 12:00:00 AM,No,No
Tutela,T,10873768,Vladimir Fernández Andrade,Sala Plena,SU,SU-274/25,06/25/2025 12:00:00 AM,No,No
Tutela,T,10823883,José Fernando Reyes Cuartas,Salas de Revisión,T,T-272/25,06/25/2025 12:00:00 AM,No,No
Demanda de inconstitucionalidad,D,16261,Natalia Ángel Cabo,Sala Plena,C,C-276/25,06/26/2025 12:00:00 AM,No,Sí
Tutela,T,10871254,Vladimir Fernández Andrade,Sala Plena,SU,SU-275/25,06/26/2025 12:00:00 AM,Sí,Sí
Demanda de inconstitucionalidad,D,15479,Jorge Enrique Ibáñez Najar,Sala Plena,C,C-278/25,06/27/2025 12:00:00 AM,Sí,No
Tutela,T,10477327,Juan Carlos Cortés González,Sala Plena,SU,SU-277/25,06/27/2025 12:00:00 AM,Sí,No
Tutela,T,10844842,Paola Andrea Meneses Mosquera,Salas de Revisión,T,T-279/25,06/27/2025 12:00:00 AM,Sí,No
Tutela,T,10801503,Miguel Efrain Polo Rosero,Salas de Revisión,T,T-280/25,06/27/2025 12:00:00 AM,No,No
Tutela,T,10764046,Carolina Ramírez Pérez,Salas de Revisión,T,T-281/25,06/27/2025 12:00:00 AM,No,No
Tutela,T,10845793,José Fernando Reyes Cuartas,Salas de Revisión,T,T-282/25,06/27/2025 12:00:00 AM,No,No
Tutela,T,10465781,Miguel Efrain Polo Rosero,Salas de Revisión,T,T-283/25,07/01/2025 12:00:00 AM,No,No
Tutela,T,10681117,Miguel Efrain Polo Rosero,Salas de Revisión,T,T-284/25,07/02/2025 12:00:00 AM,No,No
Tutela,T,10777080,Miguel Efrain Polo Rosero,Salas de Revisión,T,T-285/25,07/02/2025 12:00:00 AM,No,No
Tutela,T,10611340,José Fernando Reyes Cuartas,Salas de Revisión,T,T-286/25,07/02/2025 12:00:00 AM,No,No
Tutela,T,10622812,Miguel Efrain Polo Rosero,Salas de Revisión,T,T-287/25,07/02/2025 12:00:00 AM,No,No
Tutela,T,10620301,Miguel Efrain Polo Rosero,Salas de Revisión,T,T-288/25,07/02/2025 12:00:00 AM,No,No
Tutela,T,10853366,Miguel Efrain Polo Rosero,Salas de Revisión,T,T-289/25,07/02/2025 12:00:00 AM,No,No
Tutela,T,10855489,Miguel Efrain Polo Rosero,Salas de Revisión,T,T-290/25,07/02/2025 12:00:00 AM,No,No
Tutela,T,10868017,Miguel Efrain Polo Rosero,Salas de Revisión,T,T-291/25,07/02/2025 12:00:00 AM,No,No
Demanda de inconstitucionalidad,D,15804,Juan Carlos Cortés González,Sala Plena,C,C-298/25,07/03/2025 12:00:00 AM,Sí,No
Tutela,T,10622251,Carolina Ramírez Pérez,Sala Plena,SU,SU-292/25,07/03/2025 12:00:00 AM,No,Sí
Tutela,T,8740768,José Fernando Reyes Cuartas,Sala Plena,SU,SU-297/25,07/03/2025 12:00:00 AM,Sí,Sí
